 failure: Connection refused
custom_swim  | pa_context_connect() failed: Connection refused
manager      | 2025-10-27 22:33:12,168 - INFO - KB Metrics: Knowledge(ADAPTATION_GOALS={'threshold_response_time': 0.1}, History=[{'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}], Constraints={'dimmer'= [0.0, 1.0], 'servers'= [1, 20], 'add_server'= {'active_servers'= 'servers'}, 'remove_server'= {'active_servers'= 'servers'}}), Last_update={'active_servers': 13, 'arrival_rate': 94.9801, 'basic_rt': 3.84119, 'basic_throughput': 7.41505, 'dimmer': 0.9, 'opt_rt': 7.91156, 'opt_throughput': 87.5649, 'servers': 13, 'activating_server': False, 'server_ult': {'server_1_ult': '0.487086', 'server_2_ult': '0.490968', 'server_3_ult': '0.450618', 'server_4_ult': '0.38369', 'server_5_ult': '0.362833', 'server_6_ult': '0.234523', 'server_7_ult': '0.230154', 'server_8_ult': '0.191892', 'server_9_ult': '0.0849638', 'server_10_ult': '0.0596972', 'server_11_ult': '0.0370739', 'server_12_ult': '0.0280868', 'server_13_ult': '0.00289667'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}})
manager      | 2025-10-27 22:33:12,172 - INFO - RT=3.53s | Active servers=14 | Dimmer=0.90 | arrival=95.61 req/s | Total servers=14
manager      | 2025-10-27 22:33:12,172 - INFO - Diagnosis: increase_servers
manager      | 2025-10-27 22:33:12,172 - INFO - Action plan: {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}
custom_swim  | t=477.912653 executing addServer()
custom_swim  | adding server with latency=0
custom_swim  | t=477.912653 addServer() complete
manager      | 2025-10-27 22:33:12,174 - INFO - Result: ok
manager      | 2025-10-27 22:33:42,207 - INFO - KB Metrics: Knowledge(ADAPTATION_GOALS={'threshold_response_time': 0.1}, History=[{'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}], Constraints={'dimmer'= [0.0, 1.0], 'servers'= [1, 20], 'add_server'= {'active_servers'= 'servers'}, 'remove_server'= {'active_servers'= 'servers'}}), Last_update={'active_servers': 14, 'arrival_rate': 95.6102, 'basic_rt': 3.53391, 'basic_throughput': 7.55373, 'dimmer': 0.9, 'opt_rt': 7.37954, 'opt_throughput': 88.0416, 'servers': 14, 'activating_server': False, 'server_ult': {'server_1_ult': '0.500338', 'server_2_ult': '0.505098', 'server_3_ult': '0.46531', 'server_4_ult': '0.399875', 'server_5_ult': '0.379508', 'server_6_ult': '0.252161', 'server_7_ult': '0.249378', 'server_8_ult': '0.211867', 'server_9_ult': '0.108487', 'server_10_ult': '0.0855996', 'server_11_ult': '0.0648501', 'server_12_ult': '0.0556653', 'server_13_ult': '0.0331139', 'server_14_ult': '0.0301906'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}})
manager      | 2025-10-27 22:33:42,212 - INFO - RT=3.21s | Active servers=15 | Dimmer=0.90 | arrival=97.16 req/s | Total servers=15
manager      | 2025-10-27 22:33:42,212 - INFO - Diagnosis: increase_servers
manager      | 2025-10-27 22:33:42,212 - INFO - Action plan: {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}
custom_swim  | t=507.952882 executing addServer()
custom_swim  | adding server with latency=0
custom_swim  | t=507.952882 addServer() complete
manager      | 2025-10-27 22:33:42,214 - INFO - Result: ok
manager      | 2025-10-27 22:34:12,246 - INFO - KB Metrics: Knowledge(ADAPTATION_GOALS={'threshold_response_time': 0.1}, History=[{'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}], Constraints={'dimmer'= [0.0, 1.0], 'servers'= [1, 20], 'add_server'= {'active_servers'= 'servers'}, 'remove_server'= {'active_servers'= 'servers'}}), Last_update={'active_servers': 15, 'arrival_rate': 97.1595, 'basic_rt': 3.21159, 'basic_throughput': 7.82165, 'dimmer': 0.9, 'opt_rt': 6.85374, 'opt_throughput': 89.3355, 'servers': 15, 'activating_server': False, 'server_ult': {'server_1_ult': '0.515767', 'server_2_ult': '0.519756', 'server_3_ult': '0.481153', 'server_4_ult': '0.418019', 'server_5_ult': '0.395764', 'server_6_ult': '0.270086', 'server_7_ult': '0.268678', 'server_8_ult': '0.233519', 'server_9_ult': '0.134038', 'server_10_ult': '0.113237', 'server_11_ult': '0.0931693', 'server_12_ult': '0.0845476', 'server_13_ult': '0.0635234', 'server_14_ult': '0.059918', 'server_15_ult': '0.0311643'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}})
manager      | 2025-10-27 22:34:12,252 - INFO - RT=3.08s | Active servers=16 | Dimmer=0.90 | arrival=94.54 req/s | Total servers=16
manager      | 2025-10-27 22:34:12,253 - INFO - Diagnosis: increase_servers
manager      | 2025-10-27 22:34:12,253 - INFO - Action plan: {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}
custom_swim  | t=537.993627 executing addServer()
custom_swim  | adding server with latency=0
custom_swim  | t=537.993627 addServer() complete
manager      | 2025-10-27 22:34:12,254 - INFO - Result: ok
manager      | 2025-10-27 22:34:42,287 - INFO - KB Metrics: Knowledge(ADAPTATION_GOALS={'threshold_response_time': 0.1}, History=[{'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}, {'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}}], Constraints={'dimmer'= [0.0, 1.0], 'servers'= [1, 20], 'add_server'= {'active_servers'= 'servers'}, 'remove_server'= {'active_servers'= 'servers'}}), Last_update={'active_servers': 16, 'arrival_rate': 94.5374, 'basic_rt': 3.0799, 'basic_throughput': 7.70091, 'dimmer': 0.9, 'opt_rt': 6.65925, 'opt_throughput': 86.8343, 'servers': 16, 'activating_server': False, 'server_ult': {'server_1_ult': '0.522066', 'server_2_ult': '0.525525', 'server_3_ult': '0.486985', 'server_4_ult': '0.423409', 'server_5_ult': '0.402664', 'server_6_ult': '0.276701', 'server_7_ult': '0.2763', 'server_8_ult': '0.241814', 'server_9_ult': '0.143691', 'server_10_ult': '0.124222', 'server_11_ult': '0.103595', 'server_12_ult': '0.0952702', 'server_13_ult': '0.0751429', 'server_14_ult': '0.0704233', 'server_15_ult': '0.0430005', 'server_16_ult': '0.0129063'}, 'diagnosis': 'increase_servers', 'plan': {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}})
manager      | 2025-10-27 22:34:42,292 - INFO - RT=2.98s | Active servers=17 | Dimmer=0.90 | arrival=92.28 req/s | Total servers=17
manager      | 2025-10-27 22:34:42,292 - INFO - Diagnosis: increase_servers
manager      | 2025-10-27 22:34:42,292 - INFO - Action plan: {'increase_servers_plan': {'entry': 'increase_servers', 'action': ['add_server'], 'reason': 'System overloaded; more servers may be needed to reduce response time.'}}
custom_swim  | t=568.033073 executing addServer()
custom_swim  | adding server with latency=0
custom_swim  | t=568.033073 addServer() complete
manager      | 2025-10-27 22:34:42,294 - INFO - Result: ok
